orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1107972.0,O,250193.58,Clerk#000000408,15925.0,,,,,,,42.0,,0.08,,,1998-03-13,,,,,
1048676.0,O,104169.87,Clerk#000000999,,,,,,,,18.0,,0.04,N,O,,,,,,
1013632.0,O,115298.74,Clerk#000000049,,,,,,,,,,,,,,,,,,
1030694.0,P,78869.24,Clerk#000000866,,,,,,,4.0,,,,N,,,,DELIVER IN PERSON,,,
1171234.0,O,72986.41,Clerk#000000138,,,,,,,3.0,,,,,O,,1998-06-02,,,,
1062371.0,F,172033.51,Clerk#000000705,,,,,,,,,,,,,,,,,,
1055815.0,O,358976.05,Clerk#000000852,36445.0,,,,,,,,,,,,,,,,,
1127458.0,P,151737.35,Clerk#000000149,133778.0,,,,,,,,,,,,,,,,,
1100451.0,F,334168.43,Clerk#000000518,139531.0,,,,,,2.0,,,0.03,,F,1992-08-22,,,,,
1106278.0,F,101687.78,Clerk#000000825,90283.0,,,,,,,,,0.08,R,F,1993-05-31,,,,,
1128576.0,O,287354.0,Clerk#000000358,72340.0,,,,,,,,,,,,,,,,,
1169603.0,O,23097.21,Clerk#000000639,85661.0,,,,,,,,,,,,,,,,,
1060325.0,O,186648.7,Clerk#000000761,94354.0,,,,,,,,,,,,,,,,,
1123939.0,F,59844.95,Clerk#000000653,88324.0,,,,,,,27.0,,,,,1992-03-14,,COLLECT COD,,,
1081477.0,F,173574.24,Clerk#000000243,,,,,,,7.0,19.0,,,,,1993-05-11,1993-04-19,DELIVER IN PERSON,,,
1055587.0,F,93106.62,Clerk#000000631,62560.0,,,,,,1.0,13.0,,0.09,A,,,1995-03-28,TAKE BACK RETURN,,,
1080227.0,P,114843.82,Clerk#000000651,10921.0,,,,,,,,,,N,,1995-07-30,1995-05-16,,,,
111969.0,O,46868.5,Clerk#000000206,106336.0,,,,,,,33.0,,0.01,N,O,,,COLLECT COD,,,
1126211.0,F,280143.54,Clerk#000000943,,,,,,,2.0,40.0,,,A,,,1994-06-24,,,,
1030112.0,F,190776.05,Clerk#000000357,,,,,,,,,,0.04,R,F,1992-06-25,1992-08-26,,,,
1016035.0,F,134245.75,Clerk#000000279,,,,,,,1.0,,,0.02,A,F,1992-02-19,,,,,
1008864.0,F,182460.87,Clerk#000000850,92626.0,,,,,,,,,,,,,,,,,
103941.0,F,53922.32,Clerk#000000457,25744.0,,,,,,,,,,,,,,,,,
1070565.0,F,51892.86,Clerk#000000906,,,,,,,,,,,,,,,,,,
1156996.0,O,169579.56,Clerk#000000217,,,,,,,,,,0.02,,,,,COLLECT COD,,,
1055303.0,F,266978.48,Clerk#000000497,148088.0,,,,,,,,,,,,,,,,,
1144101.0,F,176026.13,Clerk#000000994,110776.0,,,,,,,,,,,,,,,,,
1029095.0,F,142363.62,Clerk#000000002,,,,,,,,,,,,,,,,,,
1157316.0,O,219759.11,Clerk#000000095,,,,,,,1.0,22.0,,0.0,N,O,,1997-10-17,,,,
1090432.0,F,111762.86,Clerk#000000003,120289.0,,,,,,3.0,17.0,,0.06,R,F,,,DELIVER IN PERSON,,,
1120132.0,O,14170.58,Clerk#000000749,,,,,,,,,,,,,,,,,,
1091329.0,F,52782.72,Clerk#000000526,,,,,,,,,,,,,,,,,,
1179746.0,O,218497.01,Clerk#000000818,75154.0,,,,,,3.0,38.0,,0.07,,O,1997-12-14,,,,,
1169958.0,O,128938.81,Clerk#000000181,132790.0,,,,,,4.0,35.0,,0.05,N,,1996-05-16,1996-07-06,COLLECT COD,,,
1041572.0,O,78178.49,Clerk#000000278,45425.0,,,,,,,,,,,,,,,,,
1008546.0,O,163852.83,Clerk#000000832,108850.0,,,,,,1.0,,,0.06,,,1998-04-26,1998-05-14,,,,
108645.0,O,85358.53,Clerk#000000703,96598.0,,,,,,,,,,,,,,,,,
1107972.0,O,250193.58,Clerk#000000408,15925.0,,,,,,5.0,41.0,,0.03,N,,,1998-01-12,TAKE BACK RETURN,,,
1029795.0,O,201838.78,Clerk#000000511,40099.0,,,,,,4.0,,,0.02,N,,1998-08-28,1998-09-07,,,,
1086272.0,F,182944.94,Clerk#000000143,91471.0,,,,,,,,,,,,,,,,,
1008546.0,O,163852.83,Clerk#000000832,,,,,,,1.0,,,0.06,,,1998-04-26,1998-05-14,,,,
110597.0,O,242901.26,Clerk#000000893,121952.0,,,,,,1.0,47.0,,,,O,1998-09-13,,NONE,,,
113795.0,O,162096.79,Clerk#000000332,,,,,,,3.0,,,0.02,,,,1998-02-01,,,,
112960.0,O,287364.14,Clerk#000000177,,,,,,,6.0,47.0,,,,,1997-08-21,,NONE,,,
1176102.0,O,32310.61,Clerk#000000035,48367.0,,,,,,,,,,,,,,,,,
1046727.0,O,275960.66,Clerk#000000639,17416.0,,,,,,,,,,N,,,1996-09-12,COLLECT COD,,,
1048516.0,F,295459.76,Clerk#000000913,,,,,,,7.0,9.0,,,,F,1994-11-03,,COLLECT COD,,,
1143332.0,O,138235.07,Clerk#000000683,,,,,,,4.0,19.0,,,,,,,TAKE BACK RETURN,,,
1046211.0,F,95179.05,Clerk#000000258,115052.0,,,,,,2.0,,,,A,,,,TAKE BACK RETURN,,,
104198.0,O,296416.84,Clerk#000000917,,,,,,,6.0,,,,,,1996-03-26,,COLLECT COD,,,
1032194.0,F,225771.04,Clerk#000000834,118840.0,,,,,,,,,,R,F,,1992-09-05,,,,
1118849.0,F,192203.01,Clerk#000000224,,,,,,,4.0,,,0.07,,F,,,TAKE BACK RETURN,,,
1061636.0,O,221453.14,Clerk#000000217,3427.0,,,,,,5.0,39.0,,,,O,1995-10-07,,COLLECT COD,,,
1029095.0,F,142363.62,Clerk#000000002,47245.0,,,,,,2.0,39.0,,0.09,,,1993-01-14,,,,,
1117697.0,F,304065.98,Clerk#000000298,149290.0,,,,,,3.0,34.0,,0.07,A,F,,1992-08-03,,,,
1141026.0,F,179303.19,Clerk#000000896,,,,,,,1.0,6.0,,0.01,R,F,1995-02-11,1994-12-31,,,,
1017056.0,O,50498.48,Clerk#000000614,,,,,,,2.0,6.0,,0.05,N,,,1998-01-26,NONE,,,
1157316.0,O,219759.11,Clerk#000000095,35650.0,,,,,,,,,,,,,,,,,
1176102.0,O,32310.61,Clerk#000000035,,,,,,,,,,0.07,N,O,1996-05-14,1996-04-12,DELIVER IN PERSON,,,
1179746.0,O,218497.01,Clerk#000000818,,,,,,,,,,,,,,,,,,
1055815.0,O,358976.05,Clerk#000000852,36445.0,,,,,,,14.0,,,N,O,,,DELIVER IN PERSON,,,
1051975.0,F,5459.73,Clerk#000000153,43976.0,,,,,,,4.0,,,R,F,1993-10-18,,COLLECT COD,,,
1120197.0,F,170962.3,Clerk#000000057,,,,,,,,,,,R,,,1993-08-01,TAKE BACK RETURN,,,
1094756.0,O,4950.32,Clerk#000000373,141706.0,,,,,,,,,,,,,,,,,
1080227.0,P,114843.82,Clerk#000000651,10921.0,,,,,,2.0,13.0,,0.03,,F,1995-05-24,1995-06-04,,,,
1061636.0,O,221453.14,Clerk#000000217,3427.0,,,,,,,,,0.09,N,O,1995-08-10,,COLLECT COD,,,
1044645.0,F,163812.23,Clerk#000000565,,,,,,,,,,,A,F,1994-04-02,,,,,
1032069.0,P,250696.63,Clerk#000000442,,,,,,,1.0,23.0,,0.06,,O,,1995-07-08,,,,
1060576.0,F,100802.51,Clerk#000000619,96089.0,,,,,,3.0,,,0.06,,,,,,,,
1061636.0,O,221453.14,Clerk#000000217,3427.0,,,,,,,,,0.06,,O,,1995-09-18,,,,
1157281.0,F,84877.21,Clerk#000000330,57703.0,,,,,,,10.0,,,,F,,,TAKE BACK RETURN,,,
1149541.0,O,147754.68,Clerk#000000427,42424.0,,,,,,,46.0,,,,O,,,,,,
1134946.0,F,143833.59,Clerk#000000789,,,,,,,1.0,,,0.09,R,F,1995-03-18,1995-06-06,DELIVER IN PERSON,,,
1050528.0,F,209819.1,Clerk#000000614,,,,,,,4.0,22.0,,0.09,,F,1992-09-13,1992-09-28,TAKE BACK RETURN,,,
1058502.0,O,345154.61,Clerk#000000309,,,,,,,,,,,,,,,,,,
1157637.0,O,186577.19,Clerk#000000650,123085.0,,,,,,,,,,N,O,,1995-12-27,NONE,,,
1127458.0,P,151737.35,Clerk#000000149,,,,,,,,,,,N,O,1995-06-18,1995-06-21,DELIVER IN PERSON,,,
1020032.0,F,164717.03,Clerk#000000040,93227.0,,,,,,,,,,,,,,,,,
1031297.0,O,209052.86,Clerk#000000594,98407.0,,,,,,,,,,,,,,,,,
1062432.0,O,143177.54,Clerk#000000119,,,,,,,,,,,,,,,,,,
113795.0,O,162096.79,Clerk#000000332,21958.0,,,,,,,,,,,,,,,,,
1115045.0,F,146223.87,Clerk#000000360,,,,,,,,,,0.0,R,,,1994-09-20,NONE,,,
1086272.0,F,182944.94,Clerk#000000143,91471.0,,,,,,,7.0,,,,F,,1993-08-05,NONE,,,
112900.0,O,238348.05,Clerk#000000482,20785.0,,,,,,,,,,,,,,,,,
1112642.0,F,137124.71,Clerk#000000734,144440.0,,,,,,1.0,,,,,F,,,,,,
1065538.0,F,126658.71,Clerk#000000723,119086.0,,,,,,,,,,,,,,,,,
112004.0,O,43559.1,Clerk#000000319,,,,,,,,,,,,,,,,,,
1012867.0,O,112763.01,Clerk#000000007,,,,,,,,,,,,,,,,,,
1119490.0,F,75259.01,Clerk#000000865,33193.0,,,,,,,,,,,,,1993-03-11,TAKE BACK RETURN,,,
1039365.0,F,174446.73,Clerk#000000239,,,,,,,,3.0,,0.08,,F,,1993-07-30,COLLECT COD,,,
1087843.0,F,143515.65,Clerk#000000806,76205.0,,,,,,,,,,,,,,,,,
1118466.0,F,341563.05,Clerk#000000096,,,,,,,,,,0.07,,F,,,,,,
111814.0,F,29608.72,Clerk#000000288,,,,,,,,,,0.01,A,,1992-12-23,,,,,
1011778.0,F,286468.77,Clerk#000000144,,,,,,,,,,,,,,,,,,
1003264.0,F,273846.15,Clerk#000000512,,,,,,,5.0,,,,A,,,,,,,
1103171.0,O,227523.93,Clerk#000000914,,,,,,,4.0,35.0,,,N,O,,,,,,
1114690.0,O,143891.35,Clerk#000000433,,,,,,,2.0,41.0,,0.08,N,O,,1998-04-07,COLLECT COD,,,
1050695.0,O,246582.54,Clerk#000000625,,,,,,,,13.0,,0.0,N,,1996-12-27,1996-12-09,,,,
1015491.0,F,271316.2,Clerk#000000116,106541.0,,,,,,,,,,,,,,,,,
1145984.0,O,225369.26,Clerk#000000568,,,,,,,2.0,41.0,,,N,,,1997-07-02,,,,
1107841.0,O,222721.29,Clerk#000000733,49859.0,,,,,,,,,,,,1996-06-11,1996-05-26,,,,
1088838.0,O,196672.4,Clerk#000000202,20432.0,,,,,,,,,0.05,,O,,1996-02-06,,,,
1005892.0,O,209965.17,Clerk#000000566,80746.0,,,,,,,,,,,,,,,,,
1025281.0,O,333633.87,Clerk#000000163,,,,,,,,36.0,,0.09,,,,1997-05-09,COLLECT COD,,,
1061636.0,O,221453.14,Clerk#000000217,,,,,,,,,,0.09,N,O,1995-08-10,,COLLECT COD,,,
1017056.0,O,50498.48,Clerk#000000614,104176.0,,,,,,,,,,,,,,,,,
1057858.0,F,133839.65,Clerk#000000387,76049.0,,,,,,3.0,46.0,,0.1,R,,,,,,,
1121123.0,O,203618.69,Clerk#000000857,37873.0,,,,,,7.0,,,0.07,N,O,1996-06-04,,,,,
1156289.0,F,165884.57,Clerk#000000128,202.0,,,,,,,,,,,,,,,,,
1009765.0,O,203200.67,Clerk#000000044,,,,,,,,,,,,,,,,,,
1020032.0,F,164717.03,Clerk#000000040,,,,,,,,,,,,,,,,,,
101858.0,F,33404.59,Clerk#000000080,,,,,,,,28.0,,,,F,1993-08-25,,,,,
1020581.0,O,131818.3,Clerk#000000967,16345.0,,,,,,,,,,,,,,,,,
1112834.0,F,150816.97,Clerk#000000264,93518.0,,,,,,,,,,,F,,1993-11-16,TAKE BACK RETURN,,,
1083301.0,F,305796.27,Clerk#000000229,,,,,,,4.0,36.0,,0.03,A,F,1994-08-09,,,,,
1005572.0,O,24383.65,Clerk#000000144,,,,,,,1.0,,,0.1,,,1998-05-09,,DELIVER IN PERSON,,,
1112642.0,F,137124.71,Clerk#000000734,144440.0,,,,,,,,,,,,,,,,,
10466.0,F,136927.89,Clerk#000000899,,,,,,,,,,,,,,,,,,
1150723.0,O,302519.32,Clerk#000000071,,,,,,,,24.0,,,N,,,,,,,
1029795.0,O,201838.78,Clerk#000000511,,,,,,,,,,,,,,,,,,
1113793.0,O,142239.62,Clerk#000000532,143771.0,,,,,,5.0,14.0,,0.09,N,O,,,,,,
1008867.0,F,59823.37,Clerk#000000850,76387.0,,,,,,,,,,,,,,,,,
1166502.0,F,126932.21,Clerk#000000837,,,,,,,,,,,,,,,,,,
1123943.0,O,73498.6,Clerk#000000186,122170.0,,,,,,2.0,23.0,,,,O,,1998-07-22,TAKE BACK RETURN,,,
1054146.0,O,320256.13,Clerk#000000866,,,,,,,,40.0,,,,O,1997-06-14,,COLLECT COD,,,
1058598.0,P,226949.62,Clerk#000000577,,,,,,,4.0,12.0,,0.05,,O,1995-06-23,,NONE,,,
1120582.0,O,154491.91,Clerk#000000980,,,,,,,,,,,,,,,,,,
1007139.0,O,358407.99,Clerk#000000158,76876.0,,,,,,3.0,19.0,35260.39,0.04,N,O,1996-12-16,1997-02-01,TAKE BACK RETURN,,,
1074081.0,O,189072.82,Clerk#000000903,,,,,,,,,,,,,,,,,,
1125890.0,O,204331.73,Clerk#000000198,50803.0,,,,,,,,,0.02,,O,,1996-02-28,,,,
1145798.0,O,205189.59,Clerk#000000738,75142.0,,,,,,,30.0,,0.01,,,1996-09-20,1996-09-17,NONE,,,
1103079.0,O,102039.57,Clerk#000000001,,,,,,,,43.0,,0.1,N,,,,TAKE BACK RETURN,,,
1063937.0,F,76614.44,Clerk#000000947,,,,,,,1.0,,,,,,1993-09-19,1993-09-18,,,,
1144804.0,F,90505.92,Clerk#000000262,,,,,,,,,,,,,,,,,,
1008546.0,O,163852.83,Clerk#000000832,,,,,,,,10.0,,,,O,1998-06-07,,NONE,,,
1061316.0,P,230133.92,Clerk#000000152,67855.0,,,,,,5.0,,,,N,,,,DELIVER IN PERSON,,,
107205.0,O,109667.64,Clerk#000000181,38545.0,,,,,,,50.0,,0.0,N,,,,TAKE BACK RETURN,,,
1021605.0,F,133771.84,Clerk#000000589,,,,,,,2.0,,,,R,F,1992-10-05,,DELIVER IN PERSON,,,
1124162.0,F,232922.86,Clerk#000000122,,,,,,,4.0,20.0,,0.08,A,,1994-11-23,,,,,
1019297.0,O,173375.3,Clerk#000000090,,,,,,,1.0,30.0,,,N,,,,,,,
1156996.0,O,169579.56,Clerk#000000217,,,,,,,3.0,,,,N,O,1997-06-12,1997-05-13,DELIVER IN PERSON,,,
1051808.0,O,153319.06,Clerk#000000234,34192.0,,,,,,2.0,,,0.07,N,O,,,COLLECT COD,,,
1086818.0,F,39996.69,Clerk#000000529,75103.0,,,,,,,,,,,,,,,,,
1071558.0,O,306649.49,Clerk#000000672,,,,,,,4.0,40.0,,0.04,N,O,1997-05-05,,,,,
1165250.0,O,270528.02,Clerk#000000707,,,,,,,1.0,,,,N,,,1995-10-01,,,,
1145984.0,O,225369.26,Clerk#000000568,40586.0,,,,,,,3.0,,,,,,1997-06-15,NONE,,,
1112642.0,F,137124.71,Clerk#000000734,,,,,,,2.0,30.0,,0.03,,F,,1992-04-01,,,,
1152224.0,O,329552.55,Clerk#000000100,,,,,,,5.0,,,,,,,,DELIVER IN PERSON,,,
1146149.0,F,145303.6,Clerk#000000072,,,,,,,2.0,,,,A,F,,,DELIVER IN PERSON,,,
112900.0,O,238348.05,Clerk#000000482,,,,,,,5.0,3.0,,,N,O,,,,,,
1169958.0,O,128938.81,Clerk#000000181,132790.0,,,,,,,,,,,,,,,,,
1070565.0,F,51892.86,Clerk#000000906,,,,,,,,,,,A,,1995-01-11,1994-12-14,DELIVER IN PERSON,,,
1152807.0,O,167341.23,Clerk#000000269,41329.0,,,,,,1.0,,,,N,O,,,,,,
1058598.0,P,226949.62,Clerk#000000577,97910.0,,,,,,6.0,,,0.02,,O,1995-06-23,1995-07-07,COLLECT COD,,,
1055621.0,F,324785.2,Clerk#000000668,,,,,,,,,,,,,,,,,,
1166275.0,O,240571.49,Clerk#000000131,,,,,,,,,,,,,,,,,,
1105798.0,F,226278.3,Clerk#000000651,,,,,,,,,,0.03,,F,1993-08-26,1993-10-26,DELIVER IN PERSON,,,
1008864.0,F,182460.87,Clerk#000000850,,,,,,,,,,,R,,1993-06-20,1993-06-20,,,,
1082567.0,O,73689.09,Clerk#000000593,69788.0,,,,,,,,,,,,,,,,,
112900.0,O,238348.05,Clerk#000000482,,,,,,,,39.0,,,N,,1998-05-03,1998-05-15,DELIVER IN PERSON,,,
10981.0,F,266554.94,Clerk#000000341,91798.0,,,,,,3.0,25.0,,,R,F,,1993-08-11,TAKE BACK RETURN,,,
1156930.0,F,82219.01,Clerk#000000295,31165.0,,,,,,,28.0,,,A,F,1993-07-05,,,,,
1050695.0,O,246582.54,Clerk#000000625,119974.0,,,,,,,,,,,,,,,,,
1150723.0,O,302519.32,Clerk#000000071,,,,,,,7.0,,,,N,O,,,,,,
1058689.0,F,122121.78,Clerk#000000706,45751.0,,,,,,,,,0.1,,F,1992-06-07,1992-07-03,,,,
1036769.0,P,94727.1,Clerk#000000897,8299.0,,,,,,,36.0,,,R,,1995-04-25,1995-04-25,TAKE BACK RETURN,,,
1057313.0,O,191951.98,Clerk#000000153,,,,,,,,,,0.04,,,1996-02-05,1996-03-29,,,,
1040678.0,F,116341.44,Clerk#000000381,,,,,,,3.0,,,0.09,,,1992-05-01,,NONE,,,
1139623.0,O,137820.9,Clerk#000000740,101941.0,,,,,,,,,,N,,,1996-04-09,TAKE BACK RETURN,,,
1031297.0,O,209052.86,Clerk#000000594,98407.0,,,,,,1.0,,,0.01,,,,,TAKE BACK RETURN,,,
1129540.0,O,168379.74,Clerk#000000499,110392.0,,,,,,,,,,N,,1997-12-15,1998-02-17,,,,
1005892.0,O,209965.17,Clerk#000000566,80746.0,,,,,,3.0,42.0,,0.1,N,,,1998-02-27,,,,
108870.0,F,176155.5,Clerk#000000342,,,,,,,,11.0,,,,,,1994-01-20,DELIVER IN PERSON,,,
1068898.0,O,245834.9,Clerk#000000626,102181.0,,,,,,,,,,,,,,,,,
109956.0,O,256960.0,Clerk#000000352,,,,,,,,29.0,,0.0,N,,,1998-03-24,,,,
1019297.0,O,173375.3,Clerk#000000090,,,,,,,,24.0,,0.03,N,O,,1996-07-03,,,,
1150723.0,O,302519.32,Clerk#000000071,86962.0,,,,,,,24.0,,,N,,,,,,,
1171111.0,O,137324.47,Clerk#000000604,,,,,,,,42.0,,0.09,,O,1995-09-21,1995-09-12,,,,
1055621.0,F,324785.2,Clerk#000000668,148750.0,,,,,,,,,,,,,,,,,
1037280.0,F,222106.05,Clerk#000000634,35942.0,,,,,,,,,0.04,,F,1993-03-07,1993-04-15,,,,
115328.0,F,206554.72,Clerk#000000913,56645.0,,,,,,,,,0.1,R,F,1994-11-05,1994-10-14,DELIVER IN PERSON,,,
116417.0,F,138983.71,Clerk#000000337,,,,,,,5.0,,,0.05,,F,,1994-03-15,,,,
1008546.0,O,163852.83,Clerk#000000832,108850.0,,,,,,,,,,,,,,,,,
1169123.0,O,255680.12,Clerk#000000241,114427.0,,,,,,,,,,,,,,,,,
1102946.0,F,248551.7,Clerk#000000426,30905.0,,,,,,3.0,,,,,,1992-07-10,1992-08-10,DELIVER IN PERSON,,,
1036769.0,P,94727.1,Clerk#000000897,,,,,,,,,,,,,,,,,,
1145666.0,O,315313.19,Clerk#000000463,,,,,,,,,,,,,,,,,,
1077601.0,O,71785.91,Clerk#000000094,50632.0,,,,,,1.0,,,0.04,N,O,,1997-08-12,,,,
1172801.0,F,13882.64,Clerk#000000296,,,,,,,,,,0.05,,,1995-05-06,1995-04-15,COLLECT COD,,,
1011783.0,F,226860.78,Clerk#000000765,,,,,,,,,,0.02,,,1994-12-20,1995-01-04,DELIVER IN PERSON,,,
1027105.0,P,162954.37,Clerk#000000796,,,,,,,,,,,,,,,,,,
1020646.0,F,86926.73,Clerk#000000668,54901.0,,,,,,,,,,,,,,,,,
1041088.0,F,145125.3,Clerk#000000993,,,,,,,,,,0.03,,F,,,TAKE BACK RETURN,,,
1151078.0,O,209128.56,Clerk#000000751,,,,,,,,,,,,,,,,,,
1151078.0,O,209128.56,Clerk#000000751,,,,,,,,,,0.03,N,O,,1996-06-16,,,,
1037986.0,O,143770.49,Clerk#000000433,,,,,,,2.0,33.0,,,,O,,,,,,
1076899.0,F,184063.4,Clerk#000000493,146296.0,,,,,,,25.0,,0.09,,F,,,TAKE BACK RETURN,,,
116199.0,F,297297.3,Clerk#000000187,,,,,,,,,,,,,,,,,,
1171111.0,O,137324.47,Clerk#000000604,,,,,,,,12.0,,,N,,1995-07-20,,NONE,,,
109956.0,O,256960.0,Clerk#000000352,63251.0,,,,,,,,,,,,,,,,,
115075.0,F,186857.27,Clerk#000000895,,,,,,,,,,,,,,,,,,
1117344.0,O,131448.91,Clerk#000000724,,,,,,,3.0,14.0,,,N,,,,TAKE BACK RETURN,,,
1049221.0,O,7149.32,Clerk#000000578,134608.0,,,,,,,,,,,,,,,,,
116417.0,F,138983.71,Clerk#000000337,,,,,,,2.0,,,0.08,A,F,1994-02-21,1994-02-25,NONE,,,
1176228.0,O,78350.17,Clerk#000000806,30599.0,,,,,,,,,,,O,1996-09-03,1996-09-30,NONE,,,
1037280.0,F,222106.05,Clerk#000000634,,,,,,,,,,,,,,,,,,
112487.0,O,147323.0,Clerk#000000709,,,,,,,1.0,8.0,,,N,O,,1998-03-12,NONE,,,
1128576.0,O,287354.0,Clerk#000000358,,,,,,,6.0,29.0,,0.09,N,O,1998-10-13,,,,,
1145957.0,O,195863.41,Clerk#000000008,99577.0,,,,,,4.0,32.0,,0.05,N,,1996-10-05,1996-10-28,NONE,,,
1128576.0,O,287354.0,Clerk#000000358,,,,,,,,,,,,,,,,,,
1171111.0,O,137324.47,Clerk#000000604,136270.0,,,,,,,42.0,,0.09,,O,1995-09-21,1995-09-12,,,,
1129760.0,P,151678.19,Clerk#000000541,141361.0,,,,,,,,,,,,,,,,,
1013700.0,O,221732.3,Clerk#000000297,95959.0,,,,,,,,,,,,,,,,,
109959.0,F,53570.33,Clerk#000000823,,,,,,,,,,,,,,,,,,
1172197.0,F,177613.04,Clerk#000000896,,,,,,,2.0,18.0,24882.66,0.0,R,F,1995-01-16,1995-01-09,NONE,,,
110597.0,O,242901.26,Clerk#000000893,,,,,,,,,,,,,,,,,,
1118339.0,F,196779.96,Clerk#000000833,,,,,,,2.0,,,0.1,R,,,,,,,
1061664.0,F,332140.42,Clerk#000000338,,,,,,,4.0,26.0,,,,,1993-09-27,1993-10-29,,,,
1087843.0,F,143515.65,Clerk#000000806,,,,,,,,,,,,,,,,,,
1100451.0,F,334168.43,Clerk#000000518,,,,,,,,,,,,,,,,,,
1116993.0,F,73428.83,Clerk#000000996,143236.0,,,,,,1.0,,,0.01,A,,1994-11-02,1994-09-02,,,,
1074432.0,F,128212.52,Clerk#000000358,,,,,,,,,,0.05,R,,,,TAKE BACK RETURN,,,
1147236.0,O,83544.86,Clerk#000000470,,,,,,,,,,,,,,,,,,
1020998.0,F,245617.01,Clerk#000000919,,,,,,,,24.0,,0.03,R,,1993-11-22,1993-10-04,DELIVER IN PERSON,,,
1113061.0,F,132850.2,Clerk#000000270,,,,,,,,,,0.07,,F,,,TAKE BACK RETURN,,,
1145798.0,O,205189.59,Clerk#000000738,,,,,,,,,,,,,,,,,,
1156996.0,O,169579.56,Clerk#000000217,135766.0,,,,,,4.0,,,0.02,,O,1997-04-17,1997-06-14,NONE,,,
1076899.0,F,184063.4,Clerk#000000493,,,,,,,,,,,,,,,,,,
1024452.0,O,149366.83,Clerk#000000319,39016.0,,,,,,,,,,,,,,,,,
1005794.0,F,43608.15,Clerk#000000715,19556.0,,,,,,,45.0,,0.09,,,1993-05-15,,COLLECT COD,,,
1112420.0,F,88984.67,Clerk#000000717,51625.0,,,,,,2.0,11.0,,,R,F,1993-12-28,1993-12-26,,,,
1058502.0,O,345154.61,Clerk#000000309,52220.0,,,,,,2.0,36.0,,,,O,,,TAKE BACK RETURN,,,
1011778.0,F,286468.77,Clerk#000000144,27568.0,,,,,,2.0,48.0,,,,F,,,,,,
1043619.0,F,23157.01,Clerk#000000278,,,,,,,,,,,,,,,,,,
1011778.0,F,286468.77,Clerk#000000144,,,,,,,4.0,18.0,,,,F,,,TAKE BACK RETURN,,,
1169986.0,O,50059.23,Clerk#000000157,107011.0,,,,,,,,,,N,O,1997-09-21,,COLLECT COD,,,
1087046.0,O,226448.4,Clerk#000000969,51902.0,,,,,,,,,,,O,1996-03-22,1996-04-10,,,,
1145666.0,O,315313.19,Clerk#000000463,,,,,,,2.0,42.0,,0.05,,O,,,,,,
1145666.0,O,315313.19,Clerk#000000463,36079.0,,,,,,,,,0.01,N,O,1996-08-15,1996-07-31,NONE,,,
1027781.0,F,168782.06,Clerk#000000353,,,,,,,1.0,,,,,,1993-04-27,,TAKE BACK RETURN,,,
1043621.0,O,188135.16,Clerk#000000878,21448.0,,,,,,,25.0,,,,,,,DELIVER IN PERSON,,,
1074055.0,O,177896.06,Clerk#000000155,93898.0,,,,,,,,,,,,,,,,,
1071558.0,O,306649.49,Clerk#000000672,,,,,,,3.0,45.0,,0.01,,O,1997-04-24,1997-04-12,,,,
1132932.0,F,165010.51,Clerk#000000145,,,,,,,1.0,15.0,,0.09,,,,,TAKE BACK RETURN,,,
1086272.0,F,182944.94,Clerk#000000143,,,,,,,1.0,5.0,,0.06,R,F,,1993-06-16,TAKE BACK RETURN,,,
1143332.0,O,138235.07,Clerk#000000683,,,,,,,2.0,18.0,,,N,O,1997-01-24,1997-01-18,TAKE BACK RETURN,,,
1104224.0,F,212302.71,Clerk#000000740,,,,,,,,42.0,,,R,,,1995-02-26,NONE,,,
1035015.0,F,330804.32,Clerk#000000567,,,,,,,,,,,,,,,,,,
1031232.0,O,249261.1,Clerk#000000651,93179.0,,,,,,,,,,,,,,,,,
1165250.0,O,270528.02,Clerk#000000707,,,,,,,,,,,,,,,,,,
1071558.0,O,306649.49,Clerk#000000672,93877.0,,,,,,4.0,40.0,,0.04,N,O,1997-05-05,,,,,
1118466.0,F,341563.05,Clerk#000000096,,,,,,,,,,0.07,,F,,1994-10-14,TAKE BACK RETURN,,,
1169924.0,F,229205.28,Clerk#000000848,,,,,,,1.0,32.0,,,R,F,1993-05-01,,,,,
1118116.0,F,92238.15,Clerk#000000072,,,,,,,,,,0.06,A,,1994-02-25,1994-03-26,,,,
115328.0,F,206554.72,Clerk#000000913,56645.0,,,,,,6.0,,,,A,,1995-01-01,1994-11-13,,,,
1168068.0,F,159185.55,Clerk#000000748,61739.0,,,,,,4.0,46.0,,0.08,A,,,,,,,
1158598.0,F,152237.79,Clerk#000000087,28285.0,,,,,,3.0,27.0,,0.05,,,1992-04-15,,,,,
1083490.0,F,243246.32,Clerk#000000845,133270.0,,,,,,,,,,A,,,1994-11-24,NONE,,,
1057858.0,F,133839.65,Clerk#000000387,76049.0,,,,,,,,,0.03,,,,1992-03-29,,,,
1117344.0,O,131448.91,Clerk#000000724,79142.0,,,,,,4.0,,,,N,O,1996-04-13,1996-05-18,DELIVER IN PERSON,,,
1005892.0,O,209965.17,Clerk#000000566,,,,,,,3.0,42.0,,0.1,N,,,1998-02-27,,,,
